Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References,Status,Status Date
12804,SD,Electric Vehicle (EV) Infrastructure Support,"South Dakota utilities joined the National Electric Highway Coalition
(NEHC), committing to create a network of direct current (DC) fast
chargers stations connecting major highway systems from the Atlantic
Coast to the Pacific of the United States. NEHC utility members agree to
ensure efficient and effective fast charging deployment plans that
enable long distance EV travel, avoiding duplication among coalition
utilities, and complement existing corridor DC fast charger sites. For
more information, including a list of participating utilities and
states, see the
[NEHC](https://www.eei.org/issuesandpolicy/Pages/NEHC.aspx) website.
",,,false,90,Utility / Private Incentives,"",2022-01-04 16:26:45 UTC,,,,"",ELEC|PHEV,OTHER,"",STATION|AFP|IND,"",,
12805,TN,Electric Vehicle (EV) Infrastructure Support,"Tennessee utilities joined the National Electric Highway Coalition
(NEHC), committing to create a network of direct current fast charging
(DCFC) stations connecting major highway systems from the Atlantic Coast
to the Pacific of the United States. NEHC utility members agree to
ensure efficient and effective fast charging deployment plans that
enable long distance EV travel, avoiding duplication among coalition
utilities, and complement existing corridor DCFC sites. For more
information, including a list of participating utilities and states, see
the [NEHC](https://www.eei.org/issuesandpolicy/Pages/NEHC.aspx) website.
",,,false,90,Utility / Private Incentives,"",2022-01-04 16:27:59 UTC,,,,"",ELEC|PHEV,OTHER,"",STATION|AFP|IND,"",,
12806,TX,Electric Vehicle (EV) Infrastructure Support,"Texas utilities joined the National Electric Highway Coalition (NEHC),
committing to create a network of direct current fast charging (DCFC)
stations connecting major highway systems from the Atlantic Coast to the
Pacific of the United States. NEHC utility members agree to ensure
efficient and effective fast charging deployment plans that enable long
distance EV travel, avoiding duplication among coalition utilities, and
complement existing corridor DCFC sites. For more information, including
a list of participating utilities and states, see the
[NEHC](https://www.eei.org/issuesandpolicy/Pages/NEHC.aspx) website.
",,,false,90,Utility / Private Incentives,"",2022-01-04 16:28:45 UTC,,,,"",ELEC|PHEV,OTHER,"",STATION|AFP|IND,"",,
12807,UT,Electric Vehicle (EV) Infrastructure Support,"Utah utilities joined the National Electric Highway Coalition (NEHC),
committing to create a network of direct current fast charging (DCFC)
charging stations connecting major highway systems from the Atlantic
Coast to the Pacific of the United States. NEHC utility members agree to
ensure efficient and effective fast charging deployment plans that
enable long distance EV travel, avoiding duplication among coalition
utilities, and complement existing corridor DCFC sites. For more
information, including a list of participating utilities and states, see
the [NEHC](https://www.eei.org/issuesandpolicy/Pages/NEHC.aspx) website.
",,,false,90,Utility / Private Incentives,"",2022-01-04 16:29:22 UTC,,,,"",ELEC|PHEV,OTHER,"",STATION|AFP|IND,"",,
12808,VA,Electric Vehicle (EV) Infrastructure Support,"Virginia utilities joined the National Electric Highway Coalition
(NEHC), committing to create a network of direct current (DC) fast
chargers connecting major highway systems from the Atlantic Coast to the
Pacific of the United States. NEHC utility members agree to ensure
efficient and effective fast charging deployment plans that enable long
distance EV travel, avoiding duplication among coalition utilities, and
complement existing corridor DC fast charging sites. For more
information, including a list of participating utilities and states, see
the [NEHC](https://www.eei.org/issuesandpolicy/Pages/NEHC.aspx) website.
",,,false,90,Utility / Private Incentives,"",2022-01-04 16:30:04 UTC,,,,"",ELEC|PHEV,OTHER,"",STATION|AFP|IND,"",,
12809,WA,Electric Vehicle (EV) Infrastructure Support,"Washington utilities joined the National Electric Highway Coalition
(NEHC), committing to create a network of direct current fast charging
(DC Fast) charger connecting major highway systems from the Atlantic
Coast to the Pacific of the United States. NEHC utility members agree to
ensure efficient and effective fast charging deployment plans that
enable long distance EV travel, avoiding duplication among coalition
utilities, and complement existing corridor DCFC sites. For more
information, including a list of participating utilities and states, see
the [NEHC](https://www.eei.org/issuesandpolicy/Pages/NEHC.aspx) website.
",,,false,90,Utility / Private Incentives,"",2022-01-04 16:30:44 UTC,,,,"",ELEC|PHEV,OTHER,"",STATION|AFP|IND,"",,
12810,WV,Electric Vehicle (EV) Infrastructure Support,"West Virginia utilities joined the National Electric Highway Coalition
(NEHC), committing to create a network of direct current (DC) fast
chargers connecting major highway systems from the Atlantic Coast to the
Pacific of the United States. NEHC utility members agree to ensure
efficient and effective fast charging deployment plans that enable long
distance EV travel, avoiding duplication among coalition utilities, and
complement existing corridor DCFC sites. For more information, including
a list of participating utilities and states, see the
[NEHC](https://www.eei.org/issuesandpolicy/Pages/NEHC.aspx) website.
",,,false,105,Utility / Private Incentives,"",2022-01-04 16:31:24 UTC,,,,"",ELEC|PHEV,OTHER,"",STATION|AFP|IND,"",,
12811,WI,Electric Vehicle (EV) Infrastructure Support,"Wisconsin utilities joined the National Electric Highway Coalition
(NEHC), committing to create a network of direct current fast charging
(DCFC) stations connecting major highway systems from the Atlantic Coast
to the Pacific of the United States. NEHC utility members agree to
ensure efficient and effective fast charging deployment plans that
enable long distance EV travel, avoiding duplication among coalition
utilities, and complement existing corridor DCFC sites. For more
information, including a list of participating utilities and states, see
the [NEHC](https://www.eei.org/issuesandpolicy/Pages/NEHC.aspx) website.
",,,false,190,Utility / Private Incentives,"",2022-01-04 16:32:40 UTC,,,,"",ELEC|PHEV,OTHER,"",STATION|AFP|IND,"",,
12812,WY,Electric Vehicle (EV) Infrastructure Support,"Wyoming utilities joined the National Electric Highway Coalition (NEHC),
committing to create a network of direct current fast charging (DCFC)
stations connecting major highway systems from the Atlantic Coast to the
Pacific of the United States. NEHC utility members agree to ensure
efficient and effective fast charging deployment plans that enable long
distance EV travel, avoiding duplication among coalition utilities, and
complement existing corridor DCFC sites. For more information, including
a list of participating utilities and states, see the
[NEHC](https://www.eei.org/issuesandpolicy/Pages/NEHC.aspx) website.
",,,false,90,Utility / Private Incentives,"",2022-01-04 16:33:19 UTC,,,,"",ELEC|PHEV,OTHER,"",STATION|AFP|IND,"",,
12817,FL,Electric Vehicle (EV) Leasing Program - Orlando Utilities Commission (OUC),"OUC commercial customers can pay a monthly fee for the installation and
maintenance of an OUC-owned Level 2 or direct current (DC) fast
chargers. For more information, see the OUC [Commercial EV Charging
Service](https://www.ouc.com/business/commercial-ev-charging-service)
website.
",2022-01-01 00:00:00 UTC,,false,41,Utility / Private Incentives,"",2022-01-13 17:17:26 UTC,,,,"",ELEC|PHEV,LOANS,"",STATION|FLEET,"",enacted,2022-01-01
12818,FL,Electric Vehicle (EV) Incentive for Dealerships – Orlando Utilities Commission (OUC),"OUC offers financial incentives to dealerships for the sale or lease of
an EV. Incentives are awarded in the following amounts:

  Number of Vehicles Sold per Month   Incentive per Vehicle
  ----------------------------------- -----------------------
  One EV                              \$25
  Two EVs                             \$50
  Three or more EVs                   \$75

OUC customers may receive a \$50 gift card when they test drive an EV at
a participating OUC dealership. For more information, see OUC\'s
[Electrified Dealership
Program](https://www.ouc.com/residential/save-energy-water-money/electric-vehicles/electrified-dealership-program)
website.
",2022-01-01 00:00:00 UTC,,false,42,Utility / Private Incentives,"",2022-01-13 17:24:41 UTC,,,,"",ELEC|PHEV,OTHER,"",MAN|FLEET,"",enacted,2022-01-01
12824,CA,School Electric Vehicle (EV) Charging Station Rebate – PG&E,"Pacific Gas and Electric (PG&E) offers EV charging station rebates for
school facilities. Participating schools may own, operate, and maintain
EV charging stations, or have PG&E-owned EV charging stations installed.
Rebates may be up to \$11,500 for single port Level 2 EV charging
stations or up to \$15,500 for dual port Level 2 EV charging stations. A
minimum of 40% of funds must be allocated to disadvantaged communities.
For more information, including eligibility requirements and funding
availability, see the PG&E [EV
program](https://www.pge.com/en_US/small-medium-business/energy-alternatives/clean-vehicles/ev-charge-network/electric-vehicle-charging/electric-vehicle-programs-and-resources.page)
website.
",,,false,112,Utility / Private Incentives,"",2022-01-14 04:36:36 UTC,,,,"",ELEC|PHEV,RBATE,"",STATION|OTHER,"",,
12825,CA,State Parks Electric Vehicle (EV) Charging Station Program – PG&E,"Pacific Gas and Electric's (PG&E) EV Charge Parks program provides EV
charging stations at state parks and beaches for fleet and public usage.
PG&E will own, operate, and maintain EV charging stations and pay for
associated network fees for a period up to eight years. A minimum of 25%
of funds must be allocated to disadvantaged communities. For more
information, including funding availability, see the PG&E [EV
program](https://www.pge.com/en_US/small-medium-business/energy-alternatives/clean-vehicles/ev-charge-network/electric-vehicle-charging/electric-vehicle-programs-and-resources.page)
website.
",,,false,113,Utility / Private Incentives,"",2022-01-14 04:40:53 UTC,,,,"",ELEC|PHEV,RBATE,"",MAN|GOV|OTHER,"",,
12826,CA,Electric Vehicle (EV) and EV Charging Station Rebates - Central Coast Community Energy (CCCE),"CCCE offers rebates of up to \$4,000 to residential, commercial, and
public agency customers for the purchase of new or pre-owned EVs or
electric motorcycles. CCCE also offers a rebate of up to \$10,000 for
Level 2 EV charging stations installed at homes or workplaces. For more
information, see the CCCE [Electrify Your
Ride](https://3cenergy.org/rebates/electrify-your-ride-residential/)
website.
",,,false,128,Utility / Private Incentives,"",2022-01-14 16:14:16 UTC,,,,"",ELEC|OTHER|PHEV,RBATE,"",FLEET|GOV|OTHER|IND,"",,
12827,US,Environmental Justice Community Technical Assistance Program,"The U.S. Department of Energy (DOE) Communities Local Energy Action
Program (LEAP) Pilot facilitates sustained, community-wide economic and
environmental benefits through DOE's clean energy deployment work. This
technical assistance opportunity is specifically open to low-income,
energy-burdened communities that are also experiencing either direct
environmental justice impacts, or direct economic impacts from a shift
away from historical reliance on fossil fuels. DOE will provide
technical assistance services to support up to 36 communities to develop
their own community-driven clean energy transition approach. For more
information, visit the DOE [Communities
LEAP](https://www.energy.gov/communitiesLEAP/communities-leap) website.
",,,false,,Incentives,U.S. Department of Energy,,,,,"",BIOD|ETH|ELEC|HY|NG|OTHER|PHEV|LPG,OTHER,"",GOV|OTHER,"",,
12828,US,Innovative Research and Development Competitive Prizes,"The American-Made Challenges are a series of prize competitions, in
partnership with the National Renewable Energy Laboratory, that are
designed to incentivize the nation's entrepreneurs to reenergize
innovation, reassert American leadership in the energy marketplace, and
connect entrepreneurs to the private sector and U.S. Department of
Energy's national laboratories. These challenges seek to lower the
barriers U.S.-based innovators face by spurring manufacturing,
developing innovative solutions and products, and creating new domestic
jobs and opportunities through public-private partnerships. For more
information, including current prize challenges, visit the
[American-Made
Challenges](https://www.herox.com/American-Made-Challenges) website.
",,,false,,Incentives,U.S. Department of Energy,,,,,"",ELEC|HY|PHEV,OTHER,"",MAN|GOV|OTHER,"",,
12832,NJ,Electric Vehicle (EV) and EV Charging Station Rebate,"The New Jersey Board of Public Utilities' (NJBPU) Charge Up New Jersey
program offers point-of-sale rebates to New Jersey residents for the
purchase or lease of a new light-duty EV. Rebates vary based on vehicle
purchase price and the vehicle's U.S. Environmental Protection Agency
(EPA) rated all-electric range. Rebates are available in the following
amounts:

::: {data-align=""center""}
  Purchase Price         Rebate Amount
  ---------------------- --------------------------------------------------------------
  \$45,000 to \$55,000   \$25 per mile of EPA rated all-electric range, up to \$1,500
  Less than \$45,000     \$25 per mile of EPA rated all-electric range, up to \$4,000
:::

The NJBPU also offers residents a \$250 rebate for the purchase of an
eligible Level 2 EV charger through the Charge Up Residential Charger
Program. For more information, including eligibility requirements and
funding availability, see the NJBPU [EV Incentive
Program](https://njcleanenergy.com/residential/programs/electric-vehicle-incentive-programs)
and [Charge Up New Jersey](https://chargeup.njcleanenergy.com/) website.

(Reference [New Jersey Statutes 48:25-1 through 48:25-8](http://www.njleg.state.nj.us/))",,,false,6,State Incentives,"",2022-03-07 21:07:03 UTC,,,,"",ELEC|PHEV,OTHER,"",IND,http://www.njleg.state.nj.us/,,
12833,NJ,Medium- and Heavy-Duty Vehicle Electrification Grants,"The New Jersey Department of Environmental Protection (NJDEP) offers
incentives to cover the incremental cost of replacing diesel vehicles
with all-electric vehicles. Incentives are available for the 100% of the
incremental cost of the vehicle, including associated charging
infrastructure. Eligible vehicles include shuttle buses, school buses,
garbage trucks, and transit buses. Privately-owned school buses under
contract with a public-school district are also eligible. Priority will
be given to projects in [overburdened
communities](https://www.nj.gov/dep/ej/communities.html). This program
is funded by [Regional Greenhouse Gas
Initiative](https://afdc.energy.gov/laws/12229) (RGGI) proceeds. For
more information, including eligibility requirements, see the NJDEP
[RGGI Funding for Transportation
Electrification](https://nj.gov/dep/stopthesoot/sts-retrofits.htm)
website.
",,,false,8,State Incentives,"",2022-03-07 21:45:19 UTC,,,,"",ELEC,GNT,"",FLEET|GOV|TRANS,"",,
12835,NJ,Electric Vehicle (EV) Charging Station Rebates - Atlantic City Electric (ACE),"ACE offers make-ready rebates to residential, multi-unit dwelling (MUD),
commercial, and fleet customers for the installation of Level 2 EV
charging stations. Additionally, make-ready rebates are available for
publicly accessible Level 2 and direct current fast charging (DCFC)
stations. Rebates are available in the following amounts:

<div>

  Location Type   EV Charging Station Type   Maximum Rebate Amount                                              Maximum Number of Eligible EV Charging Stations or Ports per Location
  --------------- -------------------------- ------------------------------------------------------------------ -----------------------------------------------------------------------
  Residential     Level 2                    \$1,000 per EV Charging Station; up to 50% of the eligible costs   1 EV Charging Station
  MUD             Level 2                    \$5,000 per port; up to 75% of eligible costs                      10 ports
  Workplace       Level 2                    \$4,500 per port; up to 50% of eligible costs                      10 ports
  Fleets          Level 2                    \$2,500 per port; up to 50% of eligible costs                      10 ports
  Public          Level 2                    \$4,500 per port; up to 50% of eligible costs                      2 ports
  Public          DCFC Station               \$60,000 per port; up to 90% of eligible costs                     2 ports

</div>

MUD customers in overburdened communities are eligible for an increased
rebate of up to \$6,700 per port. Eligible applicants may receive a
maximum of 10 rebates per location. For more information, including
eligibility requirements and overburdened community locations, see the
ACE
[Evsmart](https://www.atlanticcityelectric.com/SmartEnergy/InnovationAndTechnology/Pages/ElectricVehicleProgram.aspx)
website.
",2021-02-17 00:00:00 UTC,,false,15,Utility / Private Incentives,"",2022-03-10 21:54:36 UTC,2026-12-31 00:00:00 UTC,,,"",ELEC|PHEV,RBATE,"",STATION|MUD|OTHER|IND,"",enacted,2021-02-17
12837,TX,Seaport and Rail Yard Emissions Reduction Grants,"The Texas Commission on Environmental Quality (TCEQ) administers the
Seaport and Rail Yard Areas Emissions Reduction (SPRY) Program as part
of the Texas Emissions Reduction Plan (TERP). The SPRY program provides
grants to eligible entities to replace, repower, or purchase drayage and
cargo handling equipment. Eligible projects include heavy-duty on-road
vehicles with a gross vehicle weight rating over 26,000 pounds, off-road
yard trucks, and other cargo handling equipment. Eligible engines or
motors must be powered by electricity or meet federal emissions
standards and reduce nitrogen oxide emissions by at least 25% compared
to the engine being replaced. For more information, including current
application periods, see the TCEQ
[TERP](https://www.tceq.texas.gov/airquality/terp/programs) website.

(Reference [Texas Statutes, Health and Safety Code 386.181-386.183](http://www.statutes.legis.state.tx.us))",2022-03-01 00:00:00 UTC,,false,5,State Incentives,"",2022-03-11 13:58:00 UTC,,,,"",AFTMKTCONV|BIOD|ELEC|EFFEC|NG|PHEV|LPG,GNT,"",FLEET|GOV|IND,http://www.statutes.legis.state.tx.us,enacted,2022-03-01
12839,CT,Commercial Electric Vehicle (EV) Charger Rebate - Eversource ,"Eversource offers rebates to commercial customers who purchase and
install qualified Level 2 or direct current fast (DC Fast) chargers.
Rebates are available for up to 50% of EV charger purchase cost and up
to 100% of make-ready installation costs, up to the following amounts:

EV Charger Type

Maximum Rebate

Underserved Community Maximum Rebate

Level 2

20,000

\$40,000

DC Fast

\$150,000

\$250,000

For more information, including eligibility requirements and a list of
qualifying underserved communities, see the Eversource [Connecticut EV
Charging Program](https://eversourcect.clearesult.com/) website.
",,,false,38,Utility / Private Incentives,"",2022-03-11 17:17:20 UTC,,,,"",ELEC|PHEV,RBATE,"",STATION|FLEET|GOV|MUD,"",,
12840,CT,Residential Electric Vehicle (EV) Charger Rebate - Eversource,"Eversource offers residential customers a rebate of up to \$500 for the
purchase and installation of a qualified Level 2 EV charger. For more
information, see the [Eversource Charging Station
Rebates](https://www.eversource.com/content/ct-c/residential/save-money-energy/clean-energy-options/electric-vehicles/charging-station-rebates)
website.
",,,false,38,Utility / Private Incentives,"",2022-03-11 17:20:00 UTC,,,,"",ELEC|PHEV,RBATE,"",IND,https://www.eversource.com/content/ct-c/residential/save-money-energy/clean-energy-options/electric-vehicles/charging-station-rebates,,
12841,CO,Electric Vehicle (EV) Rebate - Xcel Energy,"Xcel Energy offers income-qualified residential customers a \$3,000
rebate for the purchase or lease of a pre-owned EV, and a \$5,500 rebate
for the purchase or lease of a new EV. Income-qualified residents are
households with income levels equal to or below 60% of Colorado's median
income that are currently enrolled in one of Colorado's financial
assistance programs such as the Low-Income Energy Assistance Program
(LEAP). Eligible EVs must be purchased or leased from a Colorado
dealership. For more information, see the Xcel Energy [EV
Rebate](https://ev.xcelenergy.com/ev-rebate-co) website.
",,,false,100,Utility / Private Incentives,"",2022-03-11 21:47:21 UTC,,,,"",ELEC|PHEV,RBATE,"",IND,"",,
12844,WI,Wisconsin Renewable Energy and Energy Storage Programs,"The Wisconsin Public Service Commission's Office of Energy Innovation
(OEI) offers grant opportunities and programs to support the development
of renewable energy and energy storage technology. Eligible activities
include, but are not limited to, comprehensive energy planning for
fleets and electric vehicles. For more information, see the OEI [Energy
Innovation Grant
Program](https://psc.wi.gov/Pages/Programs/OEI/EnergyInnovationGrantProgram.aspx)
website.
",,,false,35,State Incentives,"",2022-03-14 13:59:17 UTC,,,,"",ELEC|PHEV,GNT,"",FLEET|GOV,"",,
12845,NM,Electric Vehicle (EV) Charging Station Make-Ready Building Renovation Tax Credit,"The Sustainable Building Tax Credit (SBTC) provides a renovation tax
credit for the purchase and installation of EV make-ready infrastructure
at existing buildings. Residential properties are eligible for a \$500
tax credit, increasing to \$1,000 if the infrastructure is for an
income-eligible resident. Commercial properties are eligible for a tax
credit of 50% of the cost, up to \$1,500, increasing to 100% of the
cost, up to \$3,000, if the infrastructure is for affordable housing. To
be eligible, commercial buildings may not be larger than 20,000 square
feet and must install wiring capable of supporting Level 2 EV charging
stations at 10% of parking spaces. This tax credit is available for
renovations completed between January 1, 2022, and December 31, 2027.
Annual funding limits apply, and funding is available on a first-come,
first-served basis.

For more information and additional eligibility requirements, see the
[SBTC](https://www.emnrd.nm.gov/ecmd/tax-incentives/sustainable-building-tax-credit-sbtc/)
website.

(Reference [New Mexico Statutes 7-2-18.32](https://nmonesource.com/nmos/en/nav.do))",2021-06-18 00:00:00 UTC,2022-05-18 00:00:00 UTC,false,7,State Incentives,"",2023-08-09 20:47:50 UTC,2028-01-01 00:00:00 UTC,,,"",ELEC|PHEV,TAX,"",FLEET|MUD|OTHER,https://nmonesource.com/nmos/en/nav.do,amended,2022-05-18
12849,US,Low and Zero Emission Public Transportation Funding,"The Department of Transportation's Federal Transit Administration (FTA)
offers grants through the Low or No Emission Grant (Low No) Program to
local and state government entities for the purchase or lease of low or
zero emission transit buses, in addition to the acquisition,
construction, or lease of supporting facilities. Additionally, funding
may be requested for workforce development training or training at the
National Transit Institute. Eligible vehicles must be designated for
public transportation use and significantly reduce energy consumption or
harmful emissions compared to a comparable standard or low emission
vehicle. Applicants with projects that include zero emission vehicles
(ZEVs) are required to submit a [ZEV fleet transition
plan](https://www.transit.dot.gov/funding/grants/zero-emission-fleet-transition-plan).
The plan must include:

-   A long-term fleet management plan that includes a strategy for how
    Low No Program funds will be used for resources and acquisitions;
-   A discussion on the availability of current and future resources for
    ZEV transition and implementation;
-   An assessment of policy and legislation impacting relevant
    technologies;
-   An evaluation of existing and future facilities;
-   A description the applicant's relationship with the utility or
    alternative fuel provider; and
-   An assessment on how ZEVs will impact the applicant's workforce.

For more information, including details about the current round of
funding, see the FTA [Low No Program](https://www.transit.dot.gov/lowno)
website.

(Reference [49 U.S. Code 5312 and 5339](http://www.gpo.gov/fdsys/) and [Public Law 117-58](https://www.congress.gov/public-laws/117th-congress))",2012-07-06 00:00:00 UTC,2021-11-15 00:00:00 UTC,false,,Incentives,U.S. Department of Transportation,2023-03-20 18:45:45 UTC,,,,"",AFTMKTCONV|BIOD|ETH|ELEC|HEV|HY|NG|NEVS|PHEV|LPG,GNT,"",STATION|FLEET|GOV|TRANS|TRIBAL,https://www.congress.gov/public-laws/114th-congress|https://www.congress.gov/public-laws/113th-congress|http://www.gpo.gov/fdsys/|https://www.congress.gov/public-laws/117th-congress,amended,2021-11-15
12850,FL,Commercial Electric Vehicle (EV) Charging Station Pilot Program – Tampa Electric Company (TECO),"TECO's Drive Smart Program offers business customers a rebate of up to
\$5,000 per port for the purchase and installation of public EV charging
stations. Eligible project locations include workplace, public or
retail, multi-unit dwelling, income-qualified, and government sites.
Additional funding is available for EV charging stations installed in
income-qualified areas and government sites. For more information,
including program terms and conditions, see the TECO [Drive
Smart](https://www.tampaelectric.com/electricvehicles/evsforbusiness/drivesmart)
website.
",,,false,30,Utility / Private Incentives,"",2022-04-08 13:44:25 UTC,,,,"",ELEC|PHEV,RBATE,"",STATION|FLEET|GOV|MUD,"",,
12851,FL,Residential Electric Vehicle (EV) Charger Rebate and Time of Use Rate- JEA,"Jacksonville Electric Authority (JEA) offers residential customers with
Level 2 EV charging station an incentive of up to \$7 per month to
encourage EV charging station use during off-peak hours. Additionally,
residential customers may receive up to \$300 for the pre-wiring
necessary to support a Level 2 EV charging station. For more
information, including program terms and conditions, see the JEA [EV
Options](https://www.jeadriveelectric.com/#evchargingrebate) website.
",,,false,37,Utility / Private Incentives,"",2022-04-08 13:50:34 UTC,,,,"",ELEC|PHEV,OTHER,"",STATION|IND,"",,
12852,UT,Non-Residential Electric Vehicle (EV) Make-Ready Grant – Rocky Mountain Power,"Rocky Mountain Power offers custom grants to non-residential customers
to cover the upfront costs of make-ready EV charging station projects.
Additional terms and conditions apply. For more information, see the
Rocky Mountain Power [Utah EV
Incentives](https://www.rockymountainpower.net/savings-energy-choices/electric-vehicles.html)
website.
",,,false,30,Utility / Private Incentives,"",2022-04-08 15:38:19 UTC,,,,"",ELEC|PHEV,GNT,"",FLEET|MUD|OTHER|TRANS,"",,
12853,UT,Residential Electric Vehicle (EV) Charging Station Rebate – Rocky Mountain Power,"Rocky Mountain Power offers residential customers a rebate of up to
\$200 for the purchase and installation of a Level 2 EV charging
station. Customers may receive one Level 2 rebate per EV owned. For more
information, see the Rocky Mountain Power [Utah EV
Incentives](https://www.rockymountainpower.net/savings-energy-choices/electric-vehicles.html)
website.
",,,false,35,Utility / Private Incentives,"",2022-04-08 15:39:50 UTC,,,,"",ELEC|PHEV,RBATE,"",IND,"",,
12854,IN,Electric Vehicle (EV) Charger Rebate – Applied Energy Services (AES) Indiana,"AES Indiana offers residential customers a \$250 rebate for the purchase
of a new Level 2 EV charger. Customers must enroll in a managed charging
program. For more information, including a list of eligible EV chargers,
see the AES Indiana [EV Managed Charging
Program](https://aesindianamarketplace.com/evchargerdr.html) website.
",,,false,85,Utility / Private Incentives,"",2022-04-08 17:23:38 UTC,,,,"",ELEC|PHEV,RBATE,"",IND,"",,
12858,CA,Medium- and Heavy-Duty (MHD) Zero Emission Vehicle (ZEV) Financing Program ,"The California Pollution Control Financing Authority (CPCFA) must
develop and implement a purchasing assistance program for MHD ZEV
fleets. CPCFA must consult with stakeholders to design a program that
provides financial support and technical assistance to fleet managers
deploying MHD ZEVs. CPCFA must designate high-priority fleets,
considering implications for climate change, pollution, environmental
justice, and post-COVID economy recovery. A minimum of 75% of financing
products must be directed towards operators of MHD ZEV fleets whose
fleets directly impact, or operate in, underserved communities. CPCFA
must establish the program by January 1, 2023, and provide annual
reports on program outcomes to the California Air Resources Board.

(Reference [California Health and Safety Code 44272](https://leginfo.legislature.ca.gov/faces/home.xhtml))",2021-10-07 00:00:00 UTC,,false,330,State Incentives,"",2022-04-11 15:34:40 UTC,,2024-10-10 00:00:00 UTC,,"",ELEC|HY|PHEV,GNT|LOANS|OTHER,"",FLEET,https://leginfo.legislature.ca.gov/faces/home.xhtml|https://leginfo.legislature.ca.gov/faces/home.xhtml,archived,2024-10-10
12860,WA,Zero Emission Vehicle (ZEV) Carshare Grant,"The Zero-emissions Access Program (ZAP), administered by the Washington
State Department of Transportation (WSDOT), offers grants to nonprofit
organizations and local governments to design and create a ZEV carshare
program in underserved and low-to moderate-income communities. Grant
awards may range from \$50,000 to \$200,000. Eligible projects include:

-   Contract, lease, or purchase of ZEVs;
-   Construction or installation of correlated chargers or fueling
    infrastructure; and,
-   Operational costs to develop, implement, and manage a car share
    program.

Applicants must provide matching funds as direct contributions or
gifts-in-kind for at least 10% of the total cost of the project.
Additional eligibility requirements may apply. For more information,
including eligible communities and program dates, see the WSDOT [ZEV
Grants](https://wsdot.wa.gov/business-wsdot/grants/zero-emission-vehicle-grants)
website.

(Reference [Revised Code of Washington 47.04.355](http://apps.leg.wa.gov/rcw/default.aspx))",2022-01-01 00:00:00 UTC,,false,16,State Incentives,"",2022-04-11 16:12:17 UTC,,,,"",ELEC|HY|PHEV,GNT,"",FLEET|GOV,http://apps.leg.wa.gov/rcw/default.aspx,enacted,2022-01-01
12861,WA,Electric Vehicle (EV) Time-Of-Use (TOU) Rate – Pacific Power ,"Pacific Power offers residential, commercial, and irrigation customers a
TOU rate for charging EVs. For more information, including pricing and
eligibility, visit the Pacific Power
[TOU](https://www.pacificpower.net/savings-energy-choices/time-of-use.html)
website.
",,,false,69,Utility / Private Incentives,"",2022-04-11 16:18:16 UTC,,,,"",ELEC|PHEV,TOU,"",AFP|FLEET|MUD|IND,"",,
12865,NM,Residential Electric Vehicle (EV) Charging Station Rebates – El Paso Electric (EPE),"EPE offers residential customers a \$500 rebate to purchase a qualified
Level 2 EV charging stations and a \$2,300 rebate for low-income
customers to purchase and install a qualified Level 2 EV charging
station. Low-income customers are households with income equal to or
less than 200% of the federal poverty level. Eligible Level 2 EV
charging stations must be ENERGY STAR certified, networked, and have
Wi-Fi or cellular capabilities. For more information, see the EPE
[Residential
Programs](https://www.epelectric.com/renewables-tech/electric-vehicles/new-mexico-programs/residential-programs)
website.
",,,false,25,Utility / Private Incentives,"",2022-04-11 17:36:51 UTC,,,,"",ELEC|PHEV,RBATE,"",IND,"",,
12869,NM,Electric Vehicle (EV) Charging Station Rebate – El Paso Electric (EPE),"EPE offers commercial customers rebates for the installation of
qualified Level 2 and direct current fast charging (DCFC) stations.
Rebates are available in the following amounts:

Applicant Type

Technology

Incentive Amounts

Workplace and Business

Networked Level 2 EV Charging Stations

50% of eligible costs, up to \$3,500

Multi-Unit Dwelling (MUD)

Networked Level 2 EV Charging Stations

75% of eligible costs, up to \$5,250

Commercial

Networked DCFC Stations

50% of eligible costs, up to \$104,000

Public Transit and Fleet

Networked DCFC Stations

Up to \$26,000 per DCFC Station; up to \$37,000 for service upgrades

Public Transit and Fleet

Networked Level 2 EV Charging Station

Up to \$3,500 per EV Charging Station; up to \$13,000 for service
upgrades

Eligible EV Charging Stations must be UL2594 listed, ENERGY STAR
certified, and have Wi-Fi or cellular capabilities. Additional
eligibility requirements may apply. For more information, see the EPE
[Commercial Rebate
Program](https://www.epelectric.com/renewables-tech/electric-vehicles/new-mexico-programs/commercial-rebate-programs)
",,,false,30,Utility / Private Incentives,"",2022-04-11 17:42:44 UTC,,,,"",ELEC|PHEV,RBATE,"",FLEET|GOV|MUD|OTHER|TRANS,"",,
12871,NM,Electric Vehicle (EV) Time-Of-Use (TOU) Rates – El Paso Electric (EPE),"EPE offers a TOU rate to commercial and residential customers that own
or lease EVs. Eligible customers must be able to separately meter
electricity used for EV charging. For more information, see the EPE [EV
Rates](https://www.epelectric.com/renewables-tech/electric-vehicles/ev-rates)
website.
",,,false,30,Utility / Private Incentives,"",2022-04-11 17:49:46 UTC,,,,"",ELEC|PHEV,TOU,"",FLEET|IND,"",,
